,ALGORITHM,FILE NAME,FILE SIZE,MODE,DURATION,ENERGY CONSUMPTION
0,TWOFISH,file_100KB.txt,102401,ENCRYPTION,33640.51766666667,627155.0
1,TWOFISH,file_200KB.txt,204801,ENCRYPTION,102239.15083333332,1834676.5
2,TWOFISH,file_500KB.txt,512001,ENCRYPTION,638696.44025,11552964.25
3,TWOFISH,file_1MB.txt,1048577,ENCRYPTION,2913643.0121666663,51475103.16666666
