,ALGORITHM,FILE NAME,FILE SIZE,MODE,DURATION,ENERGY CONSUMPTION
0,TWOFISH,file_100KB.txt,153624,DECRYPTION,28960.79375,513411.1666666667
1,TWOFISH,file_200KB.txt,307224,DECRYPTION,76526.4985,1368796.4166666667
2,TWOFISH,file_500KB.txt,768024,DECRYPTION,371887.1168333333,6630857.666666667
3,TWOFISH,file_1MB.txt,1572888,DECRYPTION,1942651.6362500002,32851620.75
